node_id	node_label
FMA 81171	Nerve proper to obturator internus
UBERON 0003690	fused sacrum
FMA 44842	Second common palmar digital branch of median nerve
PCL 0051147	DLIT_146 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
PCL 0015108	Exc L6 FEZF2 KLK7 primary motor cortex glutamatergic neuron (Hsap)
PCL 0051324	Mmb_323 mammillary body neuron (Hsap)
HGNC 14940	PPP1R1C
HGNC 14866	HHIP
HGNC 18860	ASAH2
FMA 24242	Lamina of third cervical vertebra
FMA 52679	Internal nasal branch of anterior ethmoidal nerve
UBERON 0023861	planum polare
PCL 0051175	Amex_174 amygdala excitatory neuron (Hsap)
PCL 0051057	Astro_56 astrocyte (Hsap)
HGNC 30698	TRAT1
CL 0002436	mature CD4 single-positive thymocyte
HGNC 4164	GAST
HGNC 11480	SVIL
UBERON 0002740	posterior cingulate gyrus
FMA 65656	Meningeal branch of seventh cervical nerve
FMA 24299	Vertebral foramen of seventh cervical vertebra
FMA 82922	Branch of ilioinguinal nerve to transversus abdominis
HGNC 12271	TRG
PCL 0051284	CGE_283 caudal ganglionic eminence derived interneuron (Hsap)
FMA 27292	Deep part of external anal sphincter
FMA 6543	Fourth lumbar ganglion
FMA 6245	Inferior cervical cardiac branch of vagus nerve
HGNC 4324	GLP1R
CL 4033028	diffuse bipolar 2 cell
CL 1001109	kidney loop of Henle cortical thick ascending limb epithelial cell
UBERON 0009689	anterior inferior cerebellar artery
HGNC 12008	TPH1
UBERON 0035180	sigmoid artery
UBERON 0005742	adventitia
CL 4033021	myoepithelial cell of trachea gland
CL 0002340	luminal cell of prostate epithelium
FMA 71534	Set of princeps pollicis artery
FMA 16095	Pedicle of second lumbar vertebra
PCL 0015001	Inh L1 LAMP5 PVRL2 primary motor cortex GABAergic interneuron (Hsap)
HGNC 11926	TNFSF11
CL 0009075	myo-medullary thymic epithelial cell
FMA 6312	Eleventh thoracic nerve
HGNC 3336	ADGRE1
UBERON 0006492	C6 segment of cervical spinal cord
FMA 81246	Branch of lateral pectoral nerve
FMA 4761	Left brachiocephalic vein
FMA 67953	Branch of musculocutaneous nerve to humerus
FMA 29368	Communicating branch to posterior scrotal nerve
UBERON 0000002	uterine cervix
HGNC 52483	LINC01695
CL 1001433	epithelial cell of exocrine pancreas
FMA 53486	Pharyngeal branch of glossopharyngeal nerve
CL 1001107	kidney loop of Henle thin ascending limb epithelial cell
HGNC 2171	CNTN1
HGNC 10723	SEMA3A
CL 4033023	airway submucosal gland collecting duct epithelial cell
UBERON 0004573	systemic artery
FMA 6415	Fourth lumbar nerve
HGNC 1673	CD3D
FMA 81239	Branch of musculocutaneous nerve to long head of biceps brachii
CL 4033041	CCL3-positive alveolar macrophage
UBERON 0035492	inferior hypophysial artery
HGNC 4947	HLA-DRA
FMA 70503	Posterior segmental renal artery
HGNC 8818	SLC26A4
FMA 50826	Dorsal lingual vein
UBERON 0001335	prostatic urethra
UBERON 0004572	arterial system
FMA 22430	Rectus femoris
HGNC 9362	PRG2
CL 1000692	kidney interstitial fibroblast
FMA 80258	Nerve to flexor digiti minimi brevis of hand
FMA 77544	External branch of accessory nerve
PCL 0051130	ULIT_129 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
HGNC 4412	GNGT2
PCL 0051371	Splat_370 neuron (Hsap)
FMA 46777	Depressor septi nasi
FMA 9260	Inferior vertebral notch of fourth thoracic vertebra
UBERON 0002407	pericardium
CL 0000839	myeloid lineage restricted progenitor cell
FMA 65290	Thoracodorsal nerve
FMA 15393	Superior rectal vein
HGNC 14000	PRDM16
UBERON 0003981	primordial ovarian follicle
CL 0009112	centroblast
FMA 24312	Transverse foramen of seventh cervical vertebra
HGNC 6119	IRF4
PCL 0051184	CA13_183 hippocampal CA1-3 neuron (Hsap)
FMA 44033	Perforating branch of fibular artery
FMA 14756	Left middle suprarenal artery
FMA 20560	Genital branch of genitofemoral nerve
FMA 8128	Body of eighth rib
UBERON 0007174	medial border of scapula
UBERON 0001183	inferior mesenteric artery
FMA 59470	Lingula of mandible
FMA 57131	Orbital surface of frontal bone
CL 4030010	epithelial cell of proximal tubule segment 2
HGNC 25436	TMEM132C
PCL 0015107	Exc L5-6 FEZF2 CFTR primary motor cortex glutamatergic neuron (Hsap)
FMA 8346	Tubercle of ninth rib
HGNC 18374	HPSE2
HGNC 6148	ITGAL
UBERON 0013688	tonsil germinal center
CL 0000679	glutamatergic neuron
FMA 24828	Second lumbar vertebral foramen
FMA 280966	Capillary network of prostate
HGNC 10773	SFN
UBERON 0022277	hepatic flexure of colon
HGNC 28783	CMC1
CL 0000899	T-helper 17 cell
UBERON 0001423	radius bone
FMA 22433	Vastus intermedius
UBERON 0005853	sacral spinal cord ventral column
UBERON 0001221	transversus abdominis muscle
FMA 81373	Nerve to serratus anterior (1)
HGNC 2943	DNAH12
HGNC 1438	CALCB
HGNC 29348	THSD7B
FMA 52638	Frontal nerve
HGNC 3619	FCGR3A
HGNC 7974	NR2E3
FMA 7809	Neck of sixth rib
CL 0000775	neutrophil
PCL 0051448	Thex_447 thalamic excitatory neuron (Hsap)
FMA 10054	Superior articular process of tenth thoracic vertebra
PCL 0051450	Thex_449 thalamic excitatory neuron (Hsap)
FMA 53455	Anterior ampullary nerve
FMA 6142	Posterior ramus of third thoracic nerve
FMA 8516	Head of twelfth rib
FMA 6257	Nerve to vocalis
FMA 66172	Lateral caval lymph node
CL 4033039	lung resident memory CD8-positive, alpha-beta T cell
HGNC 3603	FBN1
HGNC 26256	NDNF
FMA 80071	Nerve to fibularis tertius
UBERON 0001016	nervous system
UBERON 0001759	vagus nerve
PCL 0051409	Amex_408 amygdala excitatory neuron (Hsap)
FMA 53307	Zygomatic branch of facial nerve
UBERON 0009688	posterior inferior cerebellar artery
CL 4023072	brain vascular cell
FMA 9182	Superior articular process of first thoracic vertebra
HGNC 6373	KLRB1
HGNC 52812	LINC01982
HGNC 14632	ADAMTSL1
HGNC 15846	PALMD
FMA 52754	Orbital branch of maxillary nerve
PCL 0051109	DLCT6b_108 glutamatergic neuron (Hsap)
PCL 0015028	Inh L3-5 VIP IGDCC3 primary motor cortex GABAergic interneuron (Hsap)
HGNC 10250	ROBO2
FMA 9997	Inferior costal facet of body of eighth thoracic vertebra
HGNC 16953	POSTN
HGNC 6144	ITGA8
UBERON 0004330	proximal phalanx of manual digit 4
PCL 0051193	CA4_192 hippocampal CA4 neuron (Hsap)
HGNC 2546	CTSW
CL 0009082	committed double negative thymocyte (Homo sapiens)
HGNC 38712	LINC00278
FMA 4741	First anterior intercostal vein
HGNC 7225	MPZ
UBERON 0002983	lateral posterior nucleus of thalamus
FMA 6699	Lower branch of internal laryngeal nerve to aryepiglottic fold
UBERON 0001959	white pulp of spleen
HGNC 48682	ADD3-AS1
FMA 7214	Left ovary
CL 4033029	diffuse bipolar 3a cell
HGNC 26563	C10orf90
FMA 26401	Inferior articular process of fifth cervical vertebra
UBERON 0008847	ovarian ligament
HGNC 4082	GABRB2
CL 0000682	M cell of gut
FMA 0323595	Second dorsal metacarpal artery
UBERON 0001575	extrinsic muscle of tongue
FMA 321805	Thenar compartment of hand
FMA 4544	Left ninth posterior intercostal artery
CL 0000711	cumulus cell
UBERON 0014693	inferior alveolar artery
FMA 22950	Ulnar vein
FMA 52755	Orbital branch of maxillary nerve to orbitalis
FMA 6210	Peritoneal branch of diaphragmatic branch of phrenic nerve
FMA 80231	Nerve to first dorsal interosseous of hand
HGNC 2303	CPE
UBERON 0003250	rectus capitis lateralis muscle
PCL 0051060	Astro_59 astrocyte (Hsap)
FMA 8619	Right posterior segmental artery
UBERON 0004883	lung mesenchyme
FMA 82666	Nerve to zygomaticus minor
HGNC 23145	MAFA
CL 0002059	CD8alpha-positive thymic conventional dendritic cell
CL 0019029	centrilobular region hepatocyte
UBERON 0003529	respiratory system lymphatic vessel endothelium
FMA 43719	Medial lip of linea aspera of femur
FMA 24297	Vertebral foramen of fifth cervical vertebra
UBERON 0022398	paracingulate gyrus
UBERON 0014773	medial palpebral artery
CL 1000742	glomerular mesangial cell
FMA 7624	Superior articular facet of head of second rib
UBERON 0001265	trabecula of spleen
HGNC 23571	COBLL1
HGNC 3446	ERG
HGNC 11529	EPCAM
HGNC 8861	PF4
HGNC 24176	BTNL9
HGNC 3815	FOXI1
FMA 8837	Posterior ramus of fourth lumbar nerve
UBERON 8600036	kidney loop of Henle long descending thin limb outer medulla
UBERON 0002340	epithelium of main bronchus
UBERON 0005843	sacral spinal cord
FMA 9175	Pedicle of first thoracic vertebra
HGNC 3349	ENG
UBERON 0017642	communicating branch of spinal nerve
FMA 7213	Right ovary
UBERON 0017637	marginal venous sinus
FMA 6169	Second thoracic nerve
HGNC 13348	LY6D
FMA 8802	Posterior ramus of eighth cervical nerve
FMA 24246	Transverse process of third cervical vertebra
FMA 83532	Myocardium of left atrium
UBERON 0035768	coccygeal nerve plexus
PCL 0015036	Inh L1-5 VIP PHLDB3 primary motor cortex GABAergic interneuron (Hsap)
PCL 0051221	MSN_220 direct pathway medium spiny neuron (Hsap)
UBERON 0034927	arcuate artery of foot
FMA 8647	Left posterior basal segmental artery
FMA 18850	Iliac part of iliolumbar artery
HGNC 28750	SLC5A12
PCL 0051271	LLC_270 CNS interneuron (Hsap)
FMA 5830	Right subclavian lymphatic trunk
FMA 6648	Uterovaginal nerve plexus
PCL 0051153	DLIT_152 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
HGNC 19383	SOCS1
UBERON 0016508	pelvic ganglion
FMA 6477	Fourth thoracic ganglion
UBERON 0001791	inner nuclear layer of retina
PCL 0015117	Exc L5-6 FEZF2 LPO primary motor cortex glutamatergic neuron (Hsap)
UBERON 0003470	artery of upper lip
PCL 0051411	Splat_410 neuron (Hsap)
PCL 0015112	Exc L3-5 FEZF2 LINC01107 primary motor cortex glutamatergic neuron (Hsap)
UBERON 0012441	endothelium of peritubular capillary
FMA 52782	Lateral posterior superior nasal nerve
HGNC 2983	DNTT
FMA 8424	Neck of tenth rib
FMA 23524	Styloid process of radius
FMA 65280	Subclavian nerve
HGNC 1625	XCR1
FMA 6449	Eighth cervical nerve
FMA 10095	Transverse process of twelfth thoracic vertebra
FMA 50802	Occipital vein
FMA 6703	Upper branch of internal laryngeal nerve to epiglottic vallecula
UBERON 0035374	small cardiac vein
HGNC 9035	PLA2G4A
UBERON 0007835	sacral spinal cord ventral commissure
HGNC 5525	IGHG1
PCL 0051389	Splat_388 neuron (Hsap)
FMA 69613	Lateral part of dorsal digital artery of fifth toe
FMA 6880	Anterior branch of great auricular nerve
UBERON 0015834	duodenum lamina propria
FMA 55175	Inferior branch of transverse cervical nerve
CL 2000032	peripheral nervous system neuron
UBERON 0013192	ovarian medulla
PCL 0051266	LLC_265 chandelier cell (Hsap)
HGNC 1514	CASR
UBERON 0001389	soleus muscle
HGNC 3541	F3
FMA 12965	Anterior root of fifth sacral nerve
FMA 37511	Proximal epiphysis of proximal phalanx of middle finger
UBERON 0006469	C1 segment of cervical spinal cord
PCL 0051274	LLC_273 CNS interneuron (Hsap)
HGNC 7976	NR2F2
PCL 0051304	CBI_303 cerebellar inhibitory GABAergic interneuron (Hsap)
CL 4033022	mucus secreting cell of bronchus submucosal gland
HGNC 2194	COL17A1
FMA 11773	Gray communicating ramus of eleventh intercostal nerve
UBERON 0006470	C8 segment of cervical spinal cord
HGNC 50538	LINC01331
UBERON 0014379	adductor hallucis muscle
FMA 53369	Nerve to nasalis
FMA 322902	Second diagonal branch of anterior descending branch of left coronary artery
FMA 33738	Diaphysis of fibula
UBERON 0004804	oviduct epithelium
FMA 78654	Lateral supraclavicular nerve
FMA 53593	Branch of auricular branch of vagus nerve to floor of external acoustic meatus
FMA 323951	Pre-aortic thoracic lymph node group
UBERON 0007830	pelvic girdle bone/zone
FMA 4800	Left third posterior intercostal vein
CL 0000669	pericyte
FMA 65988	Gray communicating ramus of third sacral nerve
FMA 46621	Superior pharyngeal constrictor
HGNC 14342	C1QTNF7
HGNC 53175	LINC02263
PCL 0051134	ULIT_133 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
FMA 6874	Branch to great auricular nerve
FMA 10984	Meningeal branch of third thoracic nerve
HGNC 11892	TNF
UBERON 0001599	stapedius muscle
CL 0002138	endothelial cell of lymphatic vessel
HGNC 7376	MSR1
HGNC 20862	SLC39A8
UBERON 0035532	deep middle cerebral vein
HGNC 3365	ENTPD3
HGNC 24327	VGLL3
HGNC 8534	P2RX3
UBERON 0007173	lateral border of scapula
HGNC 54290	LINC02770
FMA 10028	Spinous process of ninth thoracic vertebra
FMA 43000	Distal epiphysis of fifth metatarsal bone
UBERON 0001253	lamina propria of ureter
FMA 65913	Gray communicating ramus of fourth lumbar nerve
HGNC 33701	CARD16
UBERON 0008345	ileal epithelium
FMA 4737	Eighth anterior intercostal vein
UBERON 0002059	submandibular ganglion
FMA 53524	Branch of recurrent laryngeal nerve to inferior pharyngeal constrictor
FMA 32991	Diaphysis of proximal phalanx of big toe
UBERON 0001543	popliteal lymph node
HGNC 9051	PLAT
HGNC 12709	VPREB1
FMA 50630	Posterior medial choroidal artery
UBERON 0001530	common carotid artery plus branches
CL 0001054	CD14-positive monocyte
FMA 12957	Anterior root of second lumbar nerve
FMA 16130	Superior articular process of third lumbar vertebra
UBERON 0011012	flexor pollicis brevis muscle
FMA 26475	Transverse process of seventh cervical vertebra
HGNC 6441	KRT4
CL 1001607	articular chondrocyte
FMA 81170	Branch of nerve to obturator internus
FMA 80171	Nerve to semimembranosus
HGNC 44915	LINC00836
UBERON 0009049	superficial external pudendal vein
PCL 0051217	MSN_216 indirect pathway medium spiny neuron (Hsap)
FMA 11769	Gray communicating ramus of tenth intercostal nerve
FMA 44751	Proper plantar digital nerve of fourth toe
UBERON 0000348	ophthalmic nerve
HGNC 10875	SIGLEC6
FMA 44687	Medial sural cutaneous nerve
UBERON 0002371	bone marrow
HGNC 4093	GAD2
PCL 0051165	Misc_164 neuron of the forebrain (Hsap)
FMA 6255	Nerve to oblique arytenoid
FMA 53492	Communicating branch of glossopharyngeal nerve with auriculotemporal nerve
FMA 65351	Branch of ulnar nerve to flexor digitorum profundus
UBERON 0035404	superior hypophysial artery
HGNC 6594	LHX2
UBERON 0003234	extensor pollicis longus muscle
CL 0009071	medullary thymic epithelial cell type 1
FMA 44889	Common palmar digital branch of ulnar nerve to little finger
FMA 9933	Superior vertebral notch of fifth thoracic vertebra
HGNC 14005	PEG10
FMA 9201	Spinous process of second thoracic vertebra
HGNC 8524	OVGP1
HGNC 8910	PGR
UBERON 0004134	proximal tubule
PCL 0051182	CA13_181 hippocampal CA1-3 neuron (Hsap)
PCL 0015097	Exc L5-6 THEMIS SMYD1 primary motor cortex glutamatergic neuron (Hsap)
FMA 37593	Diaphysis of proximal phalanx of little finger
FMA 280962	Capillary network of skin
UBERON 0035662	parotid vein
UBERON 0002264	olfactory bulb
CL 4023061	hippocampal CA4 neuron
UBERON 0001645	trigeminal nerve
CL 4023079	midbrain-derived inhibitory neuron
HGNC 11245	SPINK2
FMA 16180	Transverse process of second lumbar vertebra
UBERON 0002851	eighth thoracic dorsal root ganglion
UBERON 0001402	longissimus cervicis muscle
UBERON 0031906	lumbar spinal cord lateral horn
FMA 23083	Thoracic rotator
PCL 0051027	Fbl_26 fibroblast (Hsap)
UBERON 0000039	follicular antrum
HGNC 6107	PDX1
UBERON 0001803	epithelium of lens
HGNC 10006	RHAG
FMA 82945	Sphincter urethrovaginalis branch of perineal nerve
UBERON 0006666	great cerebral vein
UBERON 0012489	muscle layer of colon
FMA 10071	Lamina of eleventh thoracic vertebra
HGNC 52588	LINC01798
UBERON 0003963	otic ganglion
PCL 0051314	Splat_313 neuron (Hsap)
FMA 32961	Proximal epiphysis of distal phalanx of second toe
FMA 9974	Inferior costal facet of body of seventh thoracic vertebra
FMA 6009	Coccygeal spinal ganglion
FMA 26528	Inferior vertebral notch of fourth cervical vertebra
UBERON 0004607	rib 7
HGNC 48603	SCHLAP1
HGNC 3601	FBLN2
FMA 5863	Coccygeal nerve
PCL 0051246	MGE_245 medial ganglionic eminence derived interneuron (Hsap)
HGNC 11517	TAC1
CL 4033038	lung resident memory CD4-positive, alpha-beta T cell
HGNC 53108	LINC02237
UBERON 0012255	inferior phrenic artery
FMA 46582	Transverse arytenoid
UBERON 0000055	vessel
PCL 0051321	LRL_320 neuron (Hsap)
HGNC 1012	OPN1SW
FMA 49477	Sternocleidomastoid artery
FMA 22684	Posterior circumflex humeral artery
FMA 9180	Transverse process of first thoracic vertebra
HGNC 3708	VEGFD
PCL 0015005	Inh L1-6 LAMP5 CA1 primary motor cortex GABAergic interneuron (Hsap)
HGNC 8659	PCDH7
HGNC 10496	S100A6
FMA 15736	Conus artery
HGNC 5137	HOXD3
HGNC 2047	CLDN5
FMA 46014	Oblique head of adductor hallucis
FMA 45353	Gluteal branch of posterior femoral cutaneous nerve
FMA 44906	Nerve to palmaris brevis
CL 0009109	lymphatic endothelial cell of trabecula
HGNC 2203	COL4A2
CL 0000796	CD8-alpha-beta-positive, alpha-beta intraepithelial T cell
UBERON 0002981	pulvinar nucleus
PCL 0051427	EMSN_426 medium spiny neuron (Hsap)
UBERON 0001267	femoral nerve
HGNC 12253	TRDC
UBERON 0004884	lobar bronchus mesenchyme
UBERON 0005096	descending thin limb
UBERON 0001367	external anal sphincter
UBERON 0013644	duodenal ampulla
FMA 4874	Right seventh posterior intercostal vein
UBERON 0000947	aorta
PCL 0051223	EMSN_222 medium spiny neuron (Hsap)
FMA 52899	Perpendicular plate of palatine bone
UBERON 0006663	hemiazygos vein
UBERON 0029626	cervical spinal cord gray commissure
PCL 0051076	COP_75 differentiation-committed oligodendrocyte precursor (Hsap)
CL 4023064	caudal ganglionic eminence derived interneuron
FMA 82731	Branch of auriculotemporal nerve to temporalis
FMA 81286	Posterior branch of axillary nerve
UBERON 0035392	cystic vein
CL 4033030	diffuse bipolar 3b cell
UBERON 0002026	stratum spinosum of epidermis
HGNC 21290	PTCRA
CL 0002536	epithelial cell of amnion
FMA 65986	Gray communicating ramus of first sacral nerve
UBERON 0001330	pampiniform plexus
UBERON 0000948	heart
FMA 16702	Meningeal branch of fifth lumbar nerve
FMA 27286	Subcutaneous part of external anal sphincter
PCL 0051456	Thex_455 thalamic excitatory neuron (Hsap)
FMA 10651	Ninth anterior intercostal artery
HGNC 15749	BPIFA1
UBERON 0003889	fallopian tube
UBERON 0000992	ovary
FMA 16484	Genitofemoral nerve
FMA 8779	Anterior ramus of third sacral nerve
UBERON 0002202	submucosa of trachea
FMA 46805	Levator labii superioris
FMA 42963	Proximal epiphysis of first metatarsal bone
UBERON 0010853	capitulum of humerus
CL 0002332	ciliated cell of the bronchus
HGNC 31110	CTXN3
PCL 0051085	DLCT6b_84 glutamatergic neuron (Hsap)
UBERON 0011011	brachioradialis
FMA 53314	Branch of zygomatic branch of facial nerve to orbicularis oculi
FMA 32853	Lesser trochanter
HGNC 29909	NTAN1
HGNC 43910	IFNG-AS1
UBERON 0001225	cortex of kidney
HGNC 990	BCL2
PCL 0051449	Thex_448 thalamic excitatory neuron (Hsap)
FMA 10019	Superior costal facet of body of ninth thoracic vertebra
HGNC 2338	CRABP1
CL 4030032	valve interstitial cell
UBERON 0003645	metacarpal bone of digit 1
FMA 6554	Third sacral ganglion
HGNC 3387	EPHA3
HGNC 2097	CMA1
UBERON 0010185	rete ovarii
PCL 0015045	Inh L3-5 SST OR5AH1P primary motor cortex GABAergic interneuron (Hsap)
CL 1000717	kidney outer medulla collecting duct intercalated cell
CL 4030013	kidney loop of Henle long descending thin limb outer medulla epithelial cell
UBERON 0001314	obturator artery
FMA 7764	Costal groove of fourth rib
FMA 52672	Communicating branch of nasociliary nerve with ciliary ganglion
UBERON 0005840	sacral spinal cord dorsal column
FMA 21254	Posterior scrotal vein
PCL 0051374	Splat_373 neuron (Hsap)
FMA 9229	Inferior articular process of third thoracic vertebra
UBERON 0008322	deep artery of clitoris
HGNC 4191	GCG
FMA 7818	Costal groove of sixth rib
HGNC 17637	PERP
UBERON 0001981	blood vessel
HGNC 29185	PLCH1
HGNC 11599	TBX21
FMA 10048	Inferior vertebral notch of tenth thoracic vertebra
HGNC 8804	PDGFRB
PCL 0015019	Inh L1-3 VIP CBLN1 primary motor cortex GABAergic interneuron (Hsap)
FMA 53396	Cervical branch of facial nerve
HGNC 1063	BLVRB
FMA 26531	Inferior vertebral notch of seventh cervical vertebra
